airline,source_city,destination_city,journey_date,departure_time,arrival_time,total_stops,travel_class,booking_window_days,season,day_of_week,is_holiday,aircraft_type,distance_km,rating,price_inr,duration_minutes,journey_month,journey_day,departure_hour,arrival_hour,route
spicejet,mumbai,bengaluru,18-01-2025,10:15,13:57,0,economy,43,summer,saturday,0,ATR72,1120,3.7,7248,222,1,18,10,13,mumbai -> bengaluru
airasia india,kolkata,ahmedabad,10-12-2025,11:50,17:50,2,economy,82,summer,wednesday,1,A321,844,4.8,8989,360,12,10,11,17,kolkata -> ahmedabad
airasia india,hyderabad,chennai,06-06-2025,02:20,07:20,0,economy,9,winter,friday,0,B737,2214,4,9257,300,6,6,2,7,hyderabad -> chennai
airasia india,bengaluru,mumbai,15-04-2025,06:00,09:36,0,business,29,monsoon,tuesday,0,ATR72,2519,4.9,20768,216,4,15,6,9,bengaluru -> mumbai
indigo,chennai,hyderabad,06-11-2025,06:45,11:03,0,economy,73,spring,thursday,0,B737,1870,3.9,5937,258,11,6,6,11,chennai -> hyderabad
spicejet,bengaluru,mumbai,11-09-2025,14:20,18:50,0,economy,36,spring,thursday,0,A350,1538,4.8,7363,270,9,11,14,18,bengaluru -> mumbai
airasia india,mumbai,pune,27-11-2025,06:50,11:08,0,business,81,spring,thursday,0,ATR72,1408,4.4,11803,258,11,27,6,11,mumbai -> pune
vistara,kolkata,mumbai,01-07-2025,15:45,18:15,0,economy,45,winter,tuesday,0,A350,2188,4.7,9891,150,7,1,15,18,kolkata -> mumbai
indigo,chennai,delhi,05-08-2025,18:00,20:06,2,economy,91,winter,tuesday,0,B787,2505,4.5,10734,126,8,5,18,20,chennai -> delhi
air india,kolkata,delhi,02-02-2025,19:50,23:38,0,economy,29,summer,sunday,0,A320,2479,4.2,10005,228,2,2,19,23,kolkata -> delhi
akasa air,delhi,kolkata,05-07-2025,07:40,12:16,0,economy,91,winter,saturday,0,A321,1477,4.3,7398,276,7,5,7,12,delhi -> kolkata
indigo,chennai,ahmedabad,25-08-2025,16:15,20:51,0,economy,97,winter,monday,0,B787,1388,3.7,4909,276,8,25,16,20,chennai -> ahmedabad
spicejet,delhi,chennai,28-01-2025,05:40,06:46,2,business,29,summer,tuesday,0,ATR72,1233,4.2,17876,66,1,28,5,6,delhi -> chennai
spicejet,mumbai,ahmedabad,26-10-2025,04:30,05:42,0,business,8,spring,wednesday,0,A321,807,4.8,11942,72,10,26,4,5,mumbai -> ahmedabad
airasia india,mumbai,kolkata,23-08-2025,03:30,08:12,0,business,61,winter,saturday,0,A321,1190,4.9,11539,282,8,23,3,8,mumbai -> kolkata
airasia india,bengaluru,pune,19-10-2025,01:10,04:58,1,economy,112,spring,sunday,0,B737,1827,3.9,7131,228,10,19,1,4,bengaluru -> pune
airasia india,kolkata,mumbai,15-12-2025,23:40,03:10,1,economy,57,summer,monday,0,ATR72,2740,3.9,13066,210,12,15,23,3,kolkata -> mumbai
air india,hyderabad,mumbai,27-06-2025,13:40,18:10,0,economy,17,winter,wednesday,0,B737,2138,4.1,9320,270,6,27,13,18,hyderabad -> mumbai
airasia india,chennai,kolkata,11-01-2025,00:40,04:16,2,economy,85,summer,saturday,0,B737,845,3.5,5951,216,1,11,0,4,chennai -> kolkata
air india,mumbai,chennai,20-09-2025,07:00,09:42,1,economy,69,spring,saturday,0,A321,1665,4.8,7294,162,9,20,7,9,mumbai -> chennai
airasia india,mumbai,delhi,19-12-2025,23:30,02:06,0,business,16,summer,friday,0,A320,849,4.5,9902,156,12,19,23,2,mumbai -> delhi
spicejet,pune,delhi,18-05-2025,13:30,18:30,0,economy,82,monsoon,sunday,0,A350,1176,4.7,6049,300,5,18,13,18,pune -> delhi
indigo,ahmedabad,hyderabad,14-12-2025,09:10,13:52,2,economy,4,summer,sunday,0,ATR72,2604,4.7,17727,282,12,14,9,13,ahmedabad -> hyderabad
airasia india,mumbai,pune,02-04-2025,08:00,09:06,0,economy,87,monsoon,wednesday,0,B737,382,4.4,2245,66,4,2,8,9,mumbai -> pune
air india,mumbai,pune,05-12-2025,06:45,09:09,0,economy,78,summer,friday,0,ATR72,1713,3.6,7295,144,12,5,6,9,mumbai -> pune
vistara,kolkata,mumbai,13-09-2025,07:45,10:27,0,economy,45,spring,saturday,0,A320,2706,4.4,10943,162,9,13,7,10,kolkata -> mumbai
air india,kolkata,hyderabad,22-04-2025,22:30,00:30,1,business,6,monsoon,tuesday,0,ATR72,754,3.9,17816,120,4,22,22,0,kolkata -> hyderabad
spicejet,chennai,hyderabad,24-01-2025,20:40,03:16,0,economy,35,summer,friday,0,B737,2722,4.1,13062,396,1,24,20,3,chennai -> hyderabad
vistara,bengaluru,pune,04-10-2025,07:20,10:44,1,economy,84,spring,saturday,0,B737,2083,4.2,9037,204,10,4,7,10,bengaluru -> pune
akasa air,ahmedabad,delhi,08-08-2025,16:30,19:36,1,economy,55,winter,friday,1,B737,589,3.7,6977,186,8,8,16,19,ahmedabad -> delhi
airasia india,pune,delhi,21-08-2025,15:30,19:18,2,economy,23,winter,thursday,0,A320,365,3.9,4422,228,8,21,15,19,pune -> delhi
air india,kolkata,chennai,22-08-2025,01:20,05:56,1,economy,31,winter,friday,0,B787,1173,4.3,8848,276,8,22,1,5,kolkata -> chennai
spicejet,ahmedabad,bengaluru,16-10-2025,10:30,16:36,0,business,30,spring,thursday,0,A350,1156,4.4,11561,366,10,16,10,16,ahmedabad -> bengaluru
air india,mumbai,hyderabad,28-01-2025,02:15,07:15,1,business,94,summer,tuesday,0,B787,2144,3.8,20024,300,1,28,2,7,mumbai -> hyderabad
airasia india,ahmedabad,pune,21-01-2025,15:40,18:28,1,economy,74,summer,tuesday,0,B737,2744,4.6,10067,168,1,21,15,18,ahmedabad -> pune
airasia india,mumbai,pune,26-04-2025,00:40,03:10,2,economy,72,monsoon,saturday,0,A320,855,4.6,5476,150,4,26,0,3,mumbai -> pune
spicejet,ahmedabad,bengaluru,24-01-2025,09:20,13:44,2,economy,1,summer,friday,0,A350,1666,4.8,12886,264,1,24,9,13,ahmedabad -> bengaluru
akasa air,bengaluru,delhi,05-03-2025,20:45,01:45,0,economy,109,monsoon,wednesday,0,ATR72,1746,3.6,7280,300,3,5,20,1,bengaluru -> delhi
vistara,pune,kolkata,18-07-2025,19:50,01:26,1,economy,57,winter,friday,0,A320,647,4.3,6263,336,7,18,19,1,pune -> kolkata
akasa air,ahmedabad,mumbai,07-09-2025,22:30,05:12,0,economy,39,spring,sunday,0,ATR72,1508,4.2,7309,402,9,7,22,5,ahmedabad -> mumbai
air india,chennai,mumbai,13-07-2025,21:00,23:42,0,economy,5,winter,sunday,0,A321,2268,3.5,13506,162,7,13,21,23,chennai -> mumbai
air india,delhi,kolkata,19-10-2025,08:00,11:36,0,business,85,spring,sunday,0,B737,1575,4.3,13714,216,10,19,8,11,delhi -> kolkata
indigo,pune,mumbai,12-12-2025,11:15,14:33,0,economy,22,summer,wednesday,0,B737,1052,4.3,5619,198,12,12,11,14,pune -> mumbai
vistara,chennai,mumbai,18-08-2025,11:00,14:24,0,economy,107,winter,monday,0,B787,306,3.9,1580,204,8,18,11,14,chennai -> mumbai
indigo,mumbai,chennai,27-02-2025,03:50,07:14,1,economy,119,summer,thursday,0,A320,1122,3.6,5542,204,2,27,3,7,mumbai -> chennai
spicejet,chennai,ahmedabad,18-10-2025,09:40,11:52,1,economy,80,spring,saturday,0,A321,414,4.8,5727,132,10,18,9,11,chennai -> ahmedabad
airasia india,kolkata,bengaluru,25-11-2025,18:40,21:22,0,business,91,spring,tuesday,1,B787,1468,3.7,15522,162,11,25,18,21,kolkata -> bengaluru
airasia india,chennai,pune,06-05-2025,12:10,14:58,0,economy,57,monsoon,tuesday,0,A350,2278,4,9902,168,5,6,12,14,chennai -> pune
spicejet,pune,ahmedabad,10-06-2025,21:15,03:09,0,economy,61,winter,tuesday,0,A320,451,4.2,2755,354,6,10,21,3,pune -> ahmedabad
indigo,bengaluru,mumbai,13-05-2025,01:20,06:08,0,economy,89,monsoon,tuesday,0,A320,1442,4.8,5015,288,5,13,1,6,bengaluru -> mumbai
indigo,mumbai,ahmedabad,14-07-2025,07:10,11:28,1,economy,61,winter,monday,0,ATR72,1913,4.1,3088,258,7,14,7,11,mumbai -> ahmedabad
spicejet,pune,hyderabad,29-12-2025,06:30,08:54,2,economy,29,summer,monday,0,B737,1725,4,10762,144,12,29,6,8,pune -> hyderabad
indigo,bengaluru,ahmedabad,01-08-2025,08:45,12:33,0,economy,61,winter,friday,0,A350,757,3.9,5261,228,8,1,8,12,bengaluru -> ahmedabad
indigo,hyderabad,ahmedabad,28-07-2025,04:20,07:32,1,economy,112,winter,monday,0,B737,1136,3.8,6629,192,7,28,4,7,hyderabad -> ahmedabad
airasia india,bengaluru,chennai,29-08-2025,20:45,03:27,1,economy,61,winter,friday,1,B787,994,3.8,2056,402,8,29,20,3,bengaluru -> chennai
vistara,hyderabad,kolkata,02-11-2025,03:10,06:46,0,economy,101,spring,sunday,0,A320,848,4.4,5528,216,11,2,3,6,hyderabad -> kolkata
akasa air,mumbai,hyderabad,14-03-2025,18:45,23:15,0,economy,25,monsoon,friday,0,B737,2624,3.6,11503,270,3,14,18,23,mumbai -> hyderabad
indigo,hyderabad,pune,28-07-2025,10:30,16:36,1,economy,104,winter,monday,0,A320,2241,4.1,10218,366,7,28,10,16,hyderabad -> pune
vistara,kolkata,mumbai,31-10-2025,07:00,10:36,0,economy,40,spring,friday,0,A321,1461,4.8,6623,216,10,31,7,10,kolkata -> mumbai
airasia india,hyderabad,bengaluru,19-11-2025,17:10,20:40,0,economy,39,spring,wednesday,0,ATR72,997,3.8,4126,210,11,19,17,20,hyderabad -> bengaluru
indigo,pune,chennai,25-03-2025,18:15,23:03,1,business,53,monsoon,tuesday,0,A321,1967,3.5,22046,288,3,25,18,23,pune -> chennai
airasia india,kolkata,mumbai,14-05-2025,21:40,00:04,2,economy,12,monsoon,wednesday,0,ATR72,705,3.6,7200,144,5,14,21,0,kolkata -> mumbai
indigo,kolkata,pune,20-02-2025,00:30,04:24,0,economy,1,summer,thursday,0,B737,470,4.3,4327,234,2,20,0,4,kolkata -> pune
vistara,delhi,mumbai,01-02-2025,20:50,23:50,0,economy,60,summer,saturday,0,A320,2240,3.7,11042,180,2,1,20,23,delhi -> mumbai
air india,delhi,hyderabad,19-12-2025,02:20,03:20,0,business,70,summer,friday,0,A350,1715,4.9,14418,60,12,19,2,3,delhi -> hyderabad
vistara,kolkata,chennai,22-11-2025,21:10,02:52,0,economy,52,spring,saturday,0,A350,870,4.4,4922,342,11,22,21,2,kolkata -> chennai
vistara,chennai,pune,25-12-2025,08:30,13:54,1,business,99,summer,thursday,0,A321,393,3.7,8106,324,12,25,8,13,chennai -> pune
airasia india,delhi,kolkata,09-04-2025,18:45,22:45,0,economy,61,monsoon,wednesday,0,B787,914,4.6,3716,240,4,9,18,22,delhi -> kolkata
spicejet,chennai,mumbai,18-10-2025,08:50,11:38,0,economy,77,spring,saturday,0,A350,1949,4,7441,168,10,18,8,11,chennai -> mumbai
vistara,ahmedabad,chennai,02-01-2025,05:30,07:54,0,economy,109,summer,thursday,0,A321,1139,4.8,3660,144,1,2,5,7,ahmedabad -> chennai
airasia india,mumbai,ahmedabad,26-10-2025,14:20,18:56,1,business,29,spring,wednesday,0,B787,586,4.1,11216,276,10,26,14,18,mumbai -> ahmedabad
air india,chennai,ahmedabad,01-03-2025,23:50,01:14,0,economy,72,monsoon,saturday,0,A320,873,4.2,5962,1368,3,1,23,1,chennai -> ahmedabad
air india,pune,delhi,30-03-2025,23:10,03:04,0,economy,119,monsoon,sunday,0,B787,943,3.5,6059,234,3,30,23,3,pune -> delhi
indigo,pune,hyderabad,16-10-2025,23:20,04:08,0,economy,16,spring,thursday,0,B737,2460,4.6,10165,288,10,16,23,4,pune -> hyderabad
vistara,ahmedabad,pune,28-03-2025,18:45,22:39,0,economy,92,monsoon,friday,0,A350,1524,3.7,7887,234,3,28,18,22,ahmedabad -> pune
spicejet,mumbai,delhi,03-05-2025,22:40,03:28,0,economy,89,monsoon,saturday,0,A320,2216,4.3,9895,288,5,3,22,3,mumbai -> delhi
airasia india,kolkata,chennai,18-10-2025,16:30,20:48,0,economy,93,spring,saturday,0,ATR72,1486,4.6,5212,258,10,18,16,20,kolkata -> chennai
spicejet,hyderabad,mumbai,22-05-2025,06:10,10:04,2,economy,31,monsoon,thursday,0,A321,2012,4.5,11058,234,5,22,6,10,hyderabad -> mumbai
vistara,chennai,pune,11-11-2025,17:50,23:14,0,economy,5,spring,tuesday,0,A321,2371,4.2,13308,324,11,11,17,23,chennai -> pune
vistara,hyderabad,bengaluru,26-11-2025,12:50,17:50,0,economy,30,spring,wednesday,0,B737,474,4.8,3541,300,11,26,12,17,hyderabad -> bengaluru
airasia india,kolkata,delhi,12-05-2025,13:15,14:45,0,business,87,monsoon,monday,0,ATR72,882,4.6,28190,90,5,12,13,14,kolkata -> delhi
airasia india,kolkata,pune,15-01-2025,21:30,01:30,0,economy,32,summer,wednesday,0,A321,1822,3.6,6494,240,1,15,21,1,kolkata -> pune
air india,ahmedabad,hyderabad,13-08-2025,00:10,02:16,0,economy,45,winter,wednesday,0,A350,1343,4.2,5031,126,8,13,0,2,ahmedabad -> hyderabad
air india,delhi,mumbai,28-03-2025,19:15,23:39,0,economy,81,monsoon,friday,0,B737,1850,4.8,7020,264,3,28,19,23,delhi -> mumbai
air india,delhi,hyderabad,23-02-2025,11:00,12:12,0,business,47,summer,sunday,0,A350,2470,4,24742,72,2,23,11,12,delhi -> hyderabad
akasa air,delhi,mumbai,24-04-2025,21:15,00:15,2,economy,71,monsoon,wednesday,0,B787,1085,3.6,7227,180,4,24,21,0,delhi -> mumbai
indigo,delhi,chennai,24-09-2025,17:20,19:56,0,business,25,spring,wednesday,0,B787,686,3.7,8020,156,9,24,17,19,delhi -> chennai
indigo,delhi,ahmedabad,09-05-2025,23:20,02:26,1,economy,94,monsoon,friday,0,A321,2195,4.4,9210,186,5,9,23,2,delhi -> ahmedabad
air india,bengaluru,hyderabad,06-02-2025,06:40,12:04,0,business,112,summer,thursday,0,A321,337,3.9,5428,324,2,6,6,12,bengaluru -> hyderabad
airasia india,hyderabad,pune,13-03-2025,10:40,12:46,1,economy,96,monsoon,thursday,0,A320,2594,3.6,10357,126,3,13,10,12,hyderabad -> pune
vistara,chennai,hyderabad,09-06-2025,20:15,01:15,0,business,4,winter,monday,0,A320,1667,4.2,21173,300,6,9,20,1,chennai -> hyderabad
indigo,kolkata,bengaluru,23-01-2025,06:15,10:33,1,economy,81,summer,wednesday,0,B787,1334,4.7,5675,258,1,23,6,10,kolkata -> bengaluru
akasa air,pune,mumbai,27-11-2025,08:15,13:33,0,economy,61,spring,thursday,0,A321,528,4,3617,318,11,27,8,13,pune -> mumbai
akasa air,hyderabad,bengaluru,02-08-2025,11:15,15:33,1,economy,11,winter,saturday,0,B737,1287,3.9,6551,258,8,2,11,15,hyderabad -> bengaluru
akasa air,mumbai,bengaluru,01-06-2025,05:00,08:30,0,economy,115,winter,sunday,0,ATR72,2087,4.3,7690,210,6,1,5,8,mumbai -> bengaluru
spicejet,kolkata,ahmedabad,14-10-2025,16:40,21:16,1,economy,58,spring,tuesday,1,B787,2197,3.7,13593,276,10,14,16,21,kolkata -> ahmedabad
indigo,pune,bengaluru,24-03-2025,20:50,01:02,0,economy,61,monsoon,monday,0,A321,1384,3.8,7043,252,3,24,20,1,pune -> bengaluru
airasia india,pune,bengaluru,20-02-2025,08:10,11:04,0,economy,53,summer,thursday,0,ATR72,1056,4.2,6732,174,2,20,8,11,pune -> bengaluru
akasa air,kolkata,mumbai,03-05-2025,10:50,16:56,0,economy,69,monsoon,saturday,0,A350,1012,4.2,11341,366,5,3,10,16,kolkata -> mumbai
airasia india,bengaluru,mumbai,01-01-2025,13:00,15:00,0,economy,119,summer,wednesday,0,A321,1751,4.6,6142,120,1,1,13,15,bengaluru -> mumbai
vistara,delhi,mumbai,25-03-2025,06:20,07:32,0,economy,31,monsoon,tuesday,0,A350,1592,4.8,5862,72,3,25,6,7,delhi -> mumbai
akasa air,chennai,hyderabad,06-07-2025,23:45,03:57,1,economy,11,winter,sunday,0,A321,348,4.7,5940,252,7,6,23,3,chennai -> hyderabad
air india,kolkata,chennai,26-09-2025,00:20,07:14,0,economy,34,spring,friday,0,B787,1436,3.8,6434,414,9,26,0,7,kolkata -> chennai
vistara,delhi,hyderabad,14-05-2025,09:30,11:06,0,economy,120,monsoon,wednesday,0,A320,653,3.8,2110,96,5,14,9,11,delhi -> hyderabad
indigo,chennai,ahmedabad,06-08-2025,12:00,17:36,1,economy,51,winter,wednesday,1,A320,1824,4.2,11005,336,8,6,12,17,chennai -> ahmedabad
vistara,ahmedabad,hyderabad,11-11-2025,01:20,04:50,1,economy,17,spring,tuesday,0,B787,2171,4.4,10858,210,11,11,1,4,ahmedabad -> hyderabad
vistara,delhi,bengaluru,31-08-2025,01:15,05:09,0,economy,62,winter,sunday,1,B737,823,3.8,4083,234,8,31,1,5,delhi -> bengaluru
air india,ahmedabad,hyderabad,26-03-2025,19:00,01:24,0,economy,106,monsoon,wednesday,1,A350,490,4.2,4358,384,3,26,19,1,ahmedabad -> hyderabad
akasa air,delhi,pune,27-06-2025,00:50,03:56,0,economy,85,winter,friday,0,B787,616,4.1,11341,186,6,27,0,3,delhi -> pune
indigo,delhi,kolkata,14-07-2025,05:50,10:50,2,economy,59,winter,monday,0,A320,860,4.1,8324,300,7,14,5,10,delhi -> kolkata
air india,pune,bengaluru,17-12-2025,20:30,00:00,1,economy,25,summer,wednesday,0,A321,451,3.8,4852,210,12,17,20,0,pune -> bengaluru
airasia india,pune,hyderabad,18-01-2025,13:40,16:58,0,economy,59,summer,saturday,0,A320,1953,3.9,7793,198,1,18,13,16,pune -> hyderabad
akasa air,delhi,mumbai,03-10-2025,00:40,02:46,0,business,47,spring,friday,0,A350,2754,3.9,26889,126,10,3,0,2,delhi -> mumbai
vistara,hyderabad,kolkata,06-05-2025,03:30,06:42,1,economy,39,monsoon,tuesday,0,A350,1173,4.3,7012,192,5,6,3,6,hyderabad -> kolkata
air india,bengaluru,hyderabad,27-11-2025,08:50,12:26,0,economy,93,spring,thursday,0,B787,1997,4.4,8264,216,11,27,8,12,bengaluru -> hyderabad
vistara,bengaluru,hyderabad,06-12-2025,04:00,07:48,0,economy,118,summer,saturday,0,A350,1204,4.8,4830,228,12,6,4,7,bengaluru -> hyderabad
air india,bengaluru,chennai,07-01-2025,19:45,00:45,1,economy,22,summer,tuesday,0,ATR72,1851,4.7,9063,300,1,7,19,0,bengaluru -> chennai
vistara,pune,hyderabad,16-10-2025,01:15,05:21,0,business,61,spring,thursday,0,ATR72,2264,4.5,19252,246,10,16,1,5,pune -> hyderabad
indigo,kolkata,bengaluru,04-08-2025,01:00,06:36,0,economy,47,winter,monday,0,A350,1674,3.8,8839,336,8,4,1,6,kolkata -> bengaluru
vistara,ahmedabad,delhi,05-03-2025,01:15,05:39,0,economy,89,monsoon,wednesday,0,B787,1818,4.2,6016,264,3,5,1,5,ahmedabad -> delhi
spicejet,ahmedabad,chennai,14-09-2025,07:10,10:52,0,economy,104,spring,sunday,0,B737,2479,4.2,10894,222,9,14,7,10,ahmedabad -> chennai
air india,delhi,pune,08-04-2025,19:20,22:02,0,economy,62,monsoon,tuesday,0,B787,2295,4.8,8088,162,4,8,19,22,delhi -> pune
vistara,bengaluru,mumbai,31-07-2025,02:10,05:16,0,business,91,winter,thursday,0,B737,1890,4.3,14901,186,7,31,2,5,bengaluru -> mumbai
indigo,bengaluru,mumbai,18-04-2025,21:45,00:57,2,business,34,monsoon,friday,0,ATR72,828,3.7,17023,192,4,18,21,0,bengaluru -> mumbai
akasa air,kolkata,hyderabad,25-05-2025,14:45,17:57,1,economy,44,monsoon,sunday,0,A321,997,4.2,7051,192,5,25,14,17,kolkata -> hyderabad
vistara,hyderabad,mumbai,17-01-2025,23:50,05:20,0,business,61,summer,friday,0,B787,2096,3.5,17090,330,1,17,23,5,hyderabad -> mumbai
air india,bengaluru,kolkata,23-09-2025,15:45,20:15,0,economy,119,spring,tuesday,0,B787,326,4.6,3646,270,9,23,15,20,bengaluru -> kolkata
vistara,pune,bengaluru,03-07-2025,18:20,00:26,0,economy,50,winter,thursday,0,A320,2161,4.5,9560,366,7,3,18,0,pune -> bengaluru
airasia india,ahmedabad,mumbai,19-12-2025,20:30,03:12,2,business,93,summer,friday,0,A320,443,4.3,12424,402,12,19,20,3,ahmedabad -> mumbai
airasia india,kolkata,delhi,19-12-2025,05:40,12:04,0,business,24,summer,friday,0,B737,1545,3.7,17466,384,12,19,5,12,kolkata -> delhi
air india,ahmedabad,pune,20-01-2025,05:30,09:30,2,economy,89,summer,monday,0,A350,710,4.2,5870,240,1,20,5,9,ahmedabad -> pune
spicejet,chennai,ahmedabad,18-10-2025,09:10,12:46,0,economy,73,spring,saturday,0,A321,2435,3.9,10535,216,10,18,9,12,chennai -> ahmedabad
airasia india,bengaluru,kolkata,20-11-2025,05:30,07:24,1,economy,78,spring,thursday,0,B787,2188,4.4,9598,114,11,20,5,7,bengaluru -> kolkata
vistara,bengaluru,hyderabad,01-06-2025,07:45,11:15,0,business,61,winter,sunday,1,A320,2407,4.8,26600,210,6,1,7,11,bengaluru -> hyderabad
airasia india,pune,ahmedabad,10-03-2025,18:00,21:06,1,economy,10,monsoon,monday,0,B787,736,4.2,6803,186,3,10,18,21,pune -> ahmedabad
airasia india,bengaluru,chennai,31-12-2025,03:40,08:46,1,economy,14,summer,wednesday,1,A350,1084,3.6,8334,306,12,31,3,8,bengaluru -> chennai
akasa air,kolkata,pune,02-10-2025,09:00,10:24,0,economy,61,spring,thursday,0,A320,609,4.5,3630,84,10,2,9,10,kolkata -> pune
spicejet,delhi,bengaluru,02-07-2025,21:45,00:51,0,economy,78,winter,wednesday,0,A320,2473,3.9,9511,186,7,2,21,0,delhi -> bengaluru
vistara,hyderabad,mumbai,21-02-2025,00:50,03:50,1,business,5,summer,friday,0,A350,1844,3.9,28043,180,2,21,0,3,hyderabad -> mumbai
indigo,delhi,mumbai,31-07-2025,13:30,18:18,0,economy,23,winter,thursday,0,A320,548,4.8,3991,288,7,31,13,18,delhi -> mumbai
vistara,mumbai,bengaluru,12-01-2025,06:20,08:02,0,economy,102,summer,sunday,0,B787,2106,4.4,9279,726,1,12,6,8,mumbai -> bengaluru
akasa air,delhi,chennai,05-09-2025,19:10,20:46,1,business,95,spring,friday,0,ATR72,2521,4.1,23786,96,9,5,19,20,delhi -> chennai
airasia india,mumbai,delhi,24-11-2025,02:45,04:33,0,economy,61,spring,monday,1,A350,1607,4.3,7463,108,11,24,2,4,mumbai -> delhi
air india,pune,chennai,23-08-2025,19:50,22:20,2,business,110,winter,saturday,0,B737,1052,4,17538,150,8,23,19,22,pune -> chennai
akasa air,hyderabad,delhi,28-07-2025,19:20,00:38,0,economy,110,winter,monday,0,A320,1047,4.6,3590,318,7,28,19,0,hyderabad -> delhi
vistara,kolkata,hyderabad,17-05-2025,07:20,12:44,1,economy,14,monsoon,saturday,0,A350,1133,3.9,7040,324,5,17,7,12,kolkata -> hyderabad
indigo,hyderabad,pune,18-06-2025,09:50,14:20,0,economy,87,winter,wednesday,0,A321,713,4.6,4481,270,6,18,9,14,hyderabad -> pune
airasia india,kolkata,delhi,19-04-2025,03:50,05:44,1,economy,28,monsoon,saturday,0,ATR72,2612,4.6,11078,114,4,19,3,5,kolkata -> delhi
akasa air,ahmedabad,pune,06-03-2025,11:10,16:40,0,economy,105,monsoon,thursday,0,A321,1755,4.1,5209,330,3,6,11,16,ahmedabad -> pune
akasa air,hyderabad,mumbai,02-09-2025,02:40,05:58,0,business,61,spring,tuesday,0,B737,2572,4.4,21019,198,9,2,2,5,hyderabad -> mumbai
airasia india,delhi,kolkata,02-04-2025,16:40,18:34,0,business,55,monsoon,wednesday,0,B787,1284,4.3,4573,114,4,2,16,18,delhi -> kolkata
spicejet,pune,delhi,13-07-2025,00:00,05:24,1,economy,43,winter,sunday,0,ATR72,1554,3.9,8446,324,7,13,0,5,pune -> delhi
indigo,delhi,pune,03-11-2025,20:00,22:06,1,economy,69,spring,monday,0,ATR72,2317,4.2,9093,126,11,3,20,22,delhi -> pune
indigo,kolkata,mumbai,19-04-2025,08:20,11:38,2,economy,9,monsoon,saturday,0,B787,1948,4.2,10327,198,4,19,8,11,kolkata -> mumbai
vistara,hyderabad,pune,01-10-2025,19:45,21:51,0,economy,35,spring,wednesday,0,B737,2656,3.9,10613,126,10,1,19,21,hyderabad -> pune
vistara,ahmedabad,hyderabad,31-12-2025,08:30,13:06,1,economy,24,summer,wednesday,0,B787,1399,3.7,6556,276,12,31,8,13,ahmedabad -> hyderabad
air india,mumbai,pune,14-04-2025,13:20,18:14,0,economy,10,monsoon,monday,0,A321,2498,4.1,10236,294,4,14,13,18,mumbai -> pune
airasia india,pune,delhi,05-03-2025,07:30,13:06,0,economy,56,monsoon,wednesday,0,B787,1828,4.3,6813,336,3,5,7,13,pune -> delhi
vistara,delhi,ahmedabad,17-09-2025,09:00,10:24,1,economy,99,spring,wednesday,0,B737,2240,4.8,8080,84,9,17,9,10,delhi -> ahmedabad
airasia india,ahmedabad,pune,29-09-2025,16:45,22:21,1,economy,61,spring,monday,0,B737,2397,3.9,9815,336,9,29,16,22,ahmedabad -> pune
indigo,mumbai,hyderabad,30-11-2025,21:15,23:09,0,economy,61,spring,sunday,0,A320,1214,3.8,6604,114,11,30,21,23,mumbai -> hyderabad
indigo,hyderabad,kolkata,13-07-2025,11:15,17:15,0,economy,42,winter,sunday,0,B737,2323,3.8,11313,360,7,13,11,17,hyderabad -> kolkata
air india,pune,chennai,25-03-2025,06:45,11:57,0,business,29,monsoon,tuesday,0,B787,1303,4.3,13041,312,3,25,6,11,pune -> chennai
spicejet,delhi,chennai,02-04-2025,01:20,03:08,2,economy,97,monsoon,wednesday,0,B787,2062,4,11098,108,4,2,1,3,delhi -> chennai
spicejet,ahmedabad,bengaluru,07-10-2025,02:15,05:45,0,economy,109,spring,tuesday,0,B787,918,4.6,4879,210,10,7,2,5,ahmedabad -> bengaluru
spicejet,mumbai,hyderabad,02-04-2025,04:45,09:39,1,economy,4,monsoon,wednesday,0,B787,2450,3.9,13958,294,4,2,4,9,mumbai -> hyderabad
airasia india,delhi,mumbai,08-12-2025,01:00,04:00,0,economy,5,summer,monday,0,B787,1618,4.4,10669,180,12,8,1,4,delhi -> mumbai
airasia india,pune,ahmedabad,01-10-2025,02:45,08:03,0,economy,82,spring,wednesday,0,A350,2258,4.7,8215,318,10,1,2,8,pune -> ahmedabad
spicejet,kolkata,mumbai,27-02-2025,22:50,04:20,1,economy,61,summer,thursday,0,B737,2781,4.6,12142,330,2,27,22,4,kolkata -> mumbai
airasia india,hyderabad,mumbai,07-07-2025,00:40,02:58,2,economy,61,winter,monday,0,A320,2027,4.6,11863,138,7,7,0,2,hyderabad -> mumbai
indigo,mumbai,pune,16-09-2025,16:30,18:48,0,economy,15,spring,tuesday,0,A320,1372,3.8,5488,138,9,16,16,18,mumbai -> pune
akasa air,delhi,hyderabad,17-04-2025,06:40,08:28,1,economy,104,monsoon,thursday,1,B787,1588,4.5,8828,108,4,17,6,8,delhi -> hyderabad
indigo,delhi,mumbai,03-11-2025,17:40,20:16,1,economy,95,spring,monday,0,B787,2032,4.2,7113,156,11,3,17,20,delhi -> mumbai
airasia india,bengaluru,pune,13-07-2025,01:10,06:16,1,economy,32,winter,sunday,0,B787,1299,4.2,8567,306,7,13,1,6,bengaluru -> pune
airasia india,chennai,mumbai,07-10-2025,05:00,10:42,0,economy,19,spring,tuesday,0,B737,2060,4.6,8518,342,10,7,5,10,chennai -> mumbai
